arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,duracao_categoria
_wAA49mOOHc.mp3,33.1000625,48000,0.044386797,0.68649507,0.0646571218967437,36.77048,0.0307175154538498,0,0.0,25-35s
cLqsH8CBE8I.mp3,48.97089583333333,48000,0.12885255,1.0645831,0.1210356876254081,34.241596,0.0577070389059777,2,0.0408405843096431,45-60s
qcTFuJR2DBs.mp3,6248.118291666667,48000,0.0794771,1.1041958,0.071977362036705,23.269028,0.0394823699261069,177,0.028328528964643815,>60s
wKgFXj5T37o.mp3,17.867770833333335,48000,0.050317917,0.9425349,0.0533857308328151,25.104944,0.0438541239372016,0,0.0,10-25s
L_Lau5PI6y8.mp3,60.17452083333333,48000,0.16104104,1.0965884,0.1468564122915268,41.40654,0.0359866396834012,0,0.0,>60s
ig5rQo2vXbA.mp3,19.029333333333334,48000,0.10103661,0.8067983,0.1252315640449524,29.072256,0.0575285582983193,0,0.0,10-25s
C1ykP5OOJ8c.mp3,26.773333333333333,48000,0.042024545,0.45015022,0.0933567136526107,35.28665,0.0323533483920748,0,0.0,25-35s
tC_w_udvwWE.mp3,407.8933333333333,48000,0.07204361,0.9153186,0.0787087827920913,23.345669,0.0654080959204453,0,0.0,>60s
0GfXTO4kWag.mp3,748.8087083333334,48000,0.12122956,0.8674383,0.139755830168724,29.307579,0.0508917585753764,29,0.038728182080770626,>60s
PgcyBM-gBu4.mp3,82.15297916666667,48000,0.063373245,0.8237115,0.0769362151622772,25.153637,0.0617937609549467,0,0.0,>60s
QFH5KS7uHh4.mp3,519.25625,48000,0.10302558,1.1770211,0.0875307768583297,21.41134,0.0604753394548181,0,0.0,>60s
5HSLIOtSZzA.mp3,53.75420833333333,48000,0.08976737,1.0384288,0.0864453762769699,26.538343,0.0672452411954365,0,0.0,45-60s
HB5lAvY51nA.mp3,149.6061875,48000,0.077790864,1.0565037,0.0736304745078086,25.799866,0.0332642558908455,6,0.04010529310493926,>60s
EZtvP7K3pII.mp3,75.94666666666667,48000,0.076102115,0.93420345,0.0814620330929756,24.936163,0.0773402941124842,2,0.026334269662921347,>60s
w1ujX_5c_-Q.mp3,170.55058333333332,48000,0.017897377,0.39862284,0.0448980219662189,22.592052,0.053100448522514,0,0.0,>60s
QdhgFG906S8.mp3,55.2635,48000,0.08202579,1.0802729,0.075930617749691,24.131264,0.0556409725740687,2,0.036190252155581894,45-60s
g1xBrUIqtRA.mp3,21.083729166666668,48000,0.07066311,0.45283195,0.1560470908880233,45.491043,0.0383632970567779,0,0.0,10-25s
rpHvfjxaS7I.mp3,60.1396875,48000,0.092509694,0.9155341,0.10104451328516,29.153555,0.0258153491587604,2,0.03325590941921672,>60s
bof9r6Tekeg.mp3,104.25760416666668,48000,0.10990855,1.0757606,0.1021682247519493,28.430117,0.0515621503356777,1,0.00959162651005672,>60s
Xztb36_Nt-Y.mp3,531.4346666666667,48000,0.0595375,0.7332556,0.0811961069703102,28.970722,0.0486654495194237,18,0.033870579262173336,>60s
gLpaeyrmIps.mp3,37.4421875,48000,0.17461757,1.0897361,0.1602384001016616,30.27149,0.0642128088507547,0,0.0,35-45s
bhlN13chuhU.mp3,117.70195833333334,48000,0.035306748,0.4658242,0.0757941529154777,24.610262,0.0406072563859311,1,0.00849603536049917,>60s
xE4AtSa8IUo.mp3,209.81552083333327,48000,0.05168852,0.5203401,0.09933602809906,30.791433,0.0816937399518961,9,0.04289482476917968,>60s
ed5SnEyNHOQ.mp3,13.7694375,48000,0.034744482,0.90687305,0.0383123978972435,17.628822,0.0356577689291247,0,0.0,10-25s
pjXBdYA6YEA.mp3,215.2257708333333,48000,0.08949447,0.61004895,0.1467004716396331,45.93701,0.0716493326580929,0,0.0,>60s
ukLA6dKg39M.mp3,39.531979166666666,48000,0.15801379,1.0705079,0.1476063728332519,31.226538,0.0653020520720933,0,0.0,35-45s
5Hmn3fCCpbk.mp3,168.19375,48000,0.1126173,1.1573039,0.0973100438714027,24.68058,0.0319815703476758,5,0.02972762067556018,>60s
SEdosmxc1-U.mp3,14.7330625,48000,0.005588171,0.20173392,0.0277007017284631,19.595655,0.042618261577424,0,0.0,10-25s
EE3rnQITnPQ.mp3,51.31610416666667,48000,0.07176399,0.9992276,0.071819469332695,21.799238,0.0407889918610995,0,0.0,45-60s
