arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo
A4EDmY2VIHs.mp3,483.3698125,48000,0.041354526,1.035185,0.0399489253759384,21.63549,0.0370079496445791,80,0.16550475005097676
lHxdgq7j4UE.mp3,168.44916666666666,48000,0.021913247,0.45452285,0.0482115410268306,25.290794,0.0387271679897739,41,0.24339687047031994
FfOFbZtjZnM.mp3,165.248,48000,0.047269948,1.0180296,0.0464327856898307,26.767391,0.0745972601537791,46,0.2783694810224632
NA7_0e0cEJs.mp3,127.25333333333332,48000,0.09585118,1.1259216,0.0851313099265098,28.197205,0.0504631775940826,0,0.0
4McSTEYaK5I.mp3,85.33333333333333,48000,0.08693065,0.75556946,0.115053154528141,30.00266,0.0907082049314148,2,0.0234375
YpwokkEY-DQ.mp3,574.1133958333334,48000,0.03358742,0.5218335,0.0643642470240593,25.890768,0.0397780573750789,21,0.036578139706212945
bkPR2pbsZWQ.mp3,35.5033125,48000,0.09938686,0.7192451,0.1381821930408477,52.743225,0.0847412182712526,0,0.0
Onj69ZetL-A.mp3,58.53752083333333,48000,0.09164627,0.99597573,0.0920165702700614,25.640915,0.0339052072419369,0,0.0
AwTPrxLK4yk.mp3,68.11575,48000,0.07124377,0.9477284,0.0751731917262077,31.164986,0.0508495298553476,18,0.2642560641261382
5BOXA0WEUww.mp3,52.12897916666667,48000,0.08031925,0.9384928,0.0855832323431968,24.32573,0.0572855398424713,0,0.0
AtlkiwJ4rbs.mp3,145.51945833333335,48000,0.053186603,0.4252983,0.1250571757555008,72.48429,0.0713802908886425,0,0.0
CiobYZ2OnDY.mp3,68.9400625,48000,0.03088801,0.3135682,0.0985049158334732,37.806248,0.0714288843740331,9,0.13054818451897982
zBwEH4gllkM.mp3,198.36808333333332,48000,0.12667935,0.7706127,0.164387822151184,37.13301,0.0782263423822454,0,0.0
ucEH-PF0GkE.mp3,456.5739791666667,48000,0.111712314,1.050917,0.106299839913845,34.437477,0.0780785149496834,26,0.05694586460545756
HDgjOUbnI10.mp3,4.288,48000,0.2665177,1.1256461,0.2367686331272125,45.733635,0.0410010856079404,0,0.0
_qx4ml-zkK8.mp3,30.08,48000,0.035058714,0.26866832,0.1304906904697418,43.659725,0.0502794678859447,0,0.0
F_lt4aidX1I.mp3,356.65852083333334,48000,0.1435101,1.1756155,0.1220723092555999,40.230934,0.0584343872198089,109,0.30561445649839314
Kk66HUSASTw.mp3,11395.866125,48000,0.036217697,1.0649996,0.0340072400867939,25.172245,0.0683411008389704,3334,0.29256222944616245
XdmmM6cbLx0.mp3,654.8956041666667,48000,0.06653354,1.0549948,0.0630652830004692,26.874504,0.0586899079326962,110,0.16796570216709794
xdMLyNwqdHQ.mp3,102.307125,48000,0.11733036,1.3093971,0.0896063968539238,23.850971,0.0432923025046914,5,0.04887245145438306
Oco1gvF7jEY.mp3,28.955291666666668,48000,0.0646082,0.76957077,0.0839535519480705,34.601284,0.042012689917127,7,0.24175201136234453
GBExw3_SOpg.mp3,45.8478125,48000,0.037600912,1.0104833,0.0372108221054077,22.290024,0.0594543471228774,1,0.021811291432933685
y828Qqv8DhY.mp3,631.1972708333333,48000,0.033815138,0.73780894,0.0458318367600441,20.053013,0.0327421726473384,66,0.10456318975027255
YQZzWHl9Yfw.mp3,99.47429166666667,48000,0.11370091,0.9728984,0.1168682277202606,41.099297,0.0230456603179283,0,0.0
nOav5gI_k-Q.mp3,47.5776875,48000,0.032682832,0.5549282,0.058895606547594,27.239464,0.0483619537729769,0,0.0
Dr7dEUoqfDc.mp3,249.30133333333333,48000,0.06324791,0.99990016,0.0632542297244072,29.906574,0.0586838103460723,4,0.016044839979462606
PZyb4fehfWE.mp3,1573.012625,48000,0.04750362,0.93973374,0.0505500845611095,35.261837,0.060245595502475,311,0.1977097926979448
m4vqtKal2WA.mp3,678.5335208333333,48000,0.08782714,0.75530523,0.1162803247570991,28.599411,0.050183135596301,2,0.0029475330821441548
6pPTdmwlFHE.mp3,54.97325,48000,0.06207769,0.9413241,0.0659471973776817,25.962002,0.0545058866596332,0,0.0
eXqRSTRkKjI.mp3,1222.43775,48000,0.031329207,0.7268975,0.0430998988449573,33.578075,0.0716826094161744,286,0.233958743502481
A-OUFSziCVA.mp3,698.752,48000,0.0063789375,0.53957796,0.0118220867589116,32.008244,0.0515781347791906,280,0.4007144165598095
pJy4eHfipJ8.mp3,27.05125,48000,0.07595454,0.722913,0.1050673276185989,30.034304,0.0274145767638943,1,0.036966868444156926
EoU3Udnwepg.mp3,112.24527083333334,48000,0.043234147,0.9299551,0.0464905723929405,24.187336,0.0502499083109617,28,0.24945371677685751
6l1ipN8wogE.mp3,1817.28,48000,0.07797867,0.95479834,0.081670306622982,32.96068,0.0738121952652226,113,0.062180841697481955
